state,bill_number,title,description,url,session,session_year,sponsors,subjects,last_action
SC,H3034,"Fargo's, Hyco's, Rico's, Coba's, Wick's, and Mikka's Law","Amend The South Carolina Code Of Laws By Enacting The ""fargo's, Hyco's, Rico's, Coba's, Wick's, And Mikka's Law"" By Amending Article 11 Of Chapter 3, Title 47, Relating To Taunting, Tormenting, Injuring, Or Killing Police Dogs Or Horses, So As To Expand The Conduct That Results In A Violation, Increase The Penalties, Require Restitution To The Law Enforcement Department Or Agency, And Make Technical Changes.",https://legiscan.com/SC/bill/H3034/2025,126th General Assembly,2025-2026,"Neal Collins, Christopher Wooten, Cody Mitchell, Thomas Pope, Don Chapman, Fawn Pedalino, William Hewitt, Richard Yow, Marvin Smith, Sylleste Davis, Harriet Holman, Brandon Cox, William Hixon, Craig Gagnon, Paula Rawl Calhoon, Dennis Moss, Brian Lawson, Roger Kirby, Randy Ligon, William Bailey, Cally Forrest, Doug Gilliam, Mark Willis, Shannon Erickson, Carla Schuessler, David Vaughan, Jeffrey Bradley, Bill Hager, William Whitmire, Robby Robbins, Travis Moore, Gary Brewer, Brandon Guffey, David Martin, Jermaine Johnson, Patrick Haddon",,Prefiled
SC,H3536,South Carolina Hands Free Act,"Amend The South Carolina Code Of Laws By Enacting The ""south Carolina Hands-free And Distracted Driving Act"" By Adding Section 56-5-3995 So As To Provide The Circumstances Upon Which It Is Unlawful To Use Wireless Telecommunications Devices, To Create The Offense Of Distracted Driving, And To Provide Penalties; By Amending Section 56-1-720, Relating To The Point System Established And A Schedule Of Points For Violations, So As To Provide A Second Or Subsequent Offense Of Distracted Driving Is A Two-point Violation; To Provide The Department Of Transportation Shall Erect Signs Advising Motorists Of The Provisions Of This Act; By Repealing Section 56-5-3890 Relating To Unlawful Use Of A Wireless Electronic Communication Device While Operating A Motor Vehicle; To Provide Law Enforcement Officers Shall Issue Warnings For Certain Violations Of This Act During The Ninety-day Period Following Its Effective Date; And To Provide At The End Of Each Fiscal Year, The Department Of Public Safety Shall Issue A Report Containing The Age, Gender, And Race Of Every Driver Issued A Citation.",https://legiscan.com/SC/bill/H3536/2025,126th General Assembly,2025-2026,"Bill Taylor, Timothy McGinnis, Cally Forrest, Beth Bernstein, Marvin Smith, Sylleste Davis, Harriet Holman, Brandon Cox",,Prefiled
SC,H3181,Sexual extortion database,Amend The South Carolina Code Of Laws By Adding Section 16-15-450 So As To Provide The State Law Enforcement Division Shall Develop And Manage A Statewide Sexual Extortion Investigation And Outcome Database.,https://legiscan.com/SC/bill/H3181/2025,126th General Assembly,2025-2026,"Brandon Guffey, Thomas Pope, Don Chapman",,Prefiled
SC,S0111,Failure to Stop,"Amend The South Carolina Code Of Laws By Amending Section 56-5-750, Relating To The Offense Of Failure To Stop Motor Vehicles When Signaled By Law Enforcement Vehicles, So As To Provide Penalties When Vehicles Lead Officers On High-speed Pursuits Which Have Been Video Recorded.",https://legiscan.com/SC/bill/S0111/2025,126th General Assembly,2025-2026,Rex Rice,,Prefiled
SC,H3131,Law enforcement,"Amend The South Carolina Code Of Laws By Adding Section 23-1-235 So As To Provide Law Enforcement Agencies Shall Not Purchase Cell-site Simulator Technology Or Devices, To Provide Law Enforcement Agencies That Currently Possess Or Use Cell-site Simulator Technology Shall Discontinue Their Use And Discard The Technology Or Devices, And To Define The Term ""cell-site Simulator Technology.""",https://legiscan.com/SC/bill/H3131/2025,126th General Assembly,2025-2026,"Todd Rutherford, Bill Taylor",,Prefiled
SC,H3285,Continuing law enforcement education credits and EMS training,"Amend The South Carolina Code Of Laws By Adding Section 23-23-57 So As To Provide Law Enforcement Officers Are Required To Complete Continuing Law Enforcement Education Credits In Autism Spectrum Disorder; And By Amending Section 44-61-80, Relating To Emergency Medical Technician Certification, So As To Provide The Emergency Medical Technician Training Program Must Include Courses In Autism Spectrum Disorder.",https://legiscan.com/SC/bill/H3285/2025,126th General Assembly,2025-2026,"Kathy Landing, Tiffany Spann-Wilder, Kambrell Garvin, Gilda Cobb-Hunter",,Prefiled
SC,H3126,SC Dept. of Law Enforcement and Public Safety; created,"Amend The South Carolina Code Of Laws By Adding Chapter 2 To Title 23 So As To Create The ""south Carolina Department Of Law Enforcement And Public Safety""; By Amending Section 1-3-240, Relating To The Removal Of Certain State Officers By The Governor, So As To Delete The Term ""director Of The Department Of Public Safety"" And Replace It With The Term ""director Of The Department Of Law Enforcement And Public Safety""; By Amending Section 1-7-920, Relating To The Members Of The Commission On Prosecution Coordination, So As To Delete The Term ""director Of The Department Of Public Safety"" And Replace It With The Term ""director Of The Department Of Law Enforcement And Public Safety""; By Amending Section 1-30-10, Relating To The Departments Of State Government, So As To Delete The Term ""department Of Public Safety"" And Replace It With The Term ""department Of Law Enforcement And Public Safety""; By Amending Section 1-30-90, Relating To The Department Of Public Safety, So As To Substitute The Term ""division Of Public Safety"" For The Term ""department Of Public Safety""; By Amending Section 2-13-240, Relating To The Distribution Of The South Carolina Code Of Laws To Various Entities, So As To Delete The Term ""department Of Public Safety"" And Replace It With The Term ""department Of Law Enforcement And Public Safety""; By Amending Sections 5-3-90, 5-7-110, 9-11-180, 10-11-80, 11-35-710, 12-28-1910, 12-28-2325, 13-7-70, 13-7-160, 14-1-206, 14-1-207, 14-1-208, 14-1-212, 17-22-350, 23-1-230, And 23-1-240, Relating To The Scope Of The Provisions That Provide For The Structure, Organization, Powers, And Duties Of Municipal Governments, The Department Of Public Safety's Contributions Into The State Retirement System On Behalf Of Active Highway Patrol Member Employees, Parking On Certain State Parking Lots, State Procurement Code Exemptions, The Inspection Of Fuel And Shipping Papers, Law Enforcement Assistance Provided To The Department Of Revenue By The Department Of Public Safety, Paying Taxes And The Delegation Of Collection Of Taxes, Rules And Regulations Regarding The Transportation Of Materials, Regulations Relating To The Transportation Of Nuclear Materials, Court Assessments And Surcharges, Traffic Education Program Fees, The Use Of Body-worn Cameras, And The First Responders Advisory Committee, All So As To Delete The Term ""department Of Public Safety"" And Replace It With The Term ""department Of Law Enforcement And Public Safety,"" Or ""division Of Public Safety""; By Amending Chapter 6, Title 23, Relating To The Establishment Of The Department Of Public Safety, So As To Reestablish It As A Division Of The Department Of Law Enforcement And Public Safety; By Amending Sections 23-23-30, 23-25-20, 36-9-410, 38-55-530, 38-55-570, 38-77-1120, 39-9-230, 43-5-1250, 44-4-130, 54-17-60, 56-1-190, 56-1-286, 56-1-460, 56-1-1320, 56-1-1760, 56-1-2220, 56-1-2230, 56-3-662, 56-3-663, 56-3-840, 56-3-8710, 56-5-330, 56-5-380, 56-5-765, 56-5-1270, 56-5-1300, 56-5-1320, 56-5-1330, 56-5-1340, 56-5-1350, 56-5-1520, 56-5-1535, 56-5-2930, 56-5-2933, 56-5-2945, 56-5-2951, 56-5-2953, 56-5-3660, 56-5-3670, 56-5-3680, 56-5-3690, 56-5-3890, 56-5-3900, 56-5-4010, 56-5-4030, 56-5-4035, 56-5-4070, 56-5-4075, 56-5-4140, 56-5-4160, 56-5-4170, 56-5-4240, 56-5-4630, 56-5-4840, 56-5-4880, 56-5-4970, 56-5-5015, 56-5-5080, 56-5-5120, 56-5-5140, 56-5-5810, 56-5-5870, 56-5-5880, 56-5-6170, 56-5-6525, 56-5-6560, 56-5-6565, 56-7-10, 56-7-12, 56-7-30, 56-9-350, 56-10-45, 56-10-552, 56-11-20, 56-11-40, 56-19-420, 56-35-50, 57-3-180, 58-23-50, 58-23-1120, 59-67-20, 59-67-260, 59-67-570, 61-6-2900, 61-6-4250, And 61-6-4290, Relating To The South Carolina Law Enforcement Training Council, The South Carolina Law Enforcement Officers Hall Of Fame Committee, Reserve Detention Officers, The Unlawful Sale Or Disposal Of Personal Property Subject To A Security Interest, Insurance Fraud And Reporting Immunity, Motor Vehicle Theft And The Motor Vehicle Insurance Fraud-reporting Immunity Act, The Implementation Of The Metric System, The Statewide Network Of Mass Transit Systems, The Emergency Health Powers Act, Activities Of The Maritime Security Commission And The Naval Militia, Motor Vehicle Drivers' Licenses, Carrying And Display Of A Driver's License, The Commercial Driver's License Drug Testing Act, The Registration And Licensing Of Motor Vehicles, Nascar Special License Plates, The Definition Of Certain Terms, The Investigation Of Traffic Accidents, Coroner Reports, Accident Reports, Driving Under The Influence Of Alcohol Or Drugs, The Operation Of Motorcycles Along The State's Highways, Unlawful Use Of Wireless Devices While Operating Motor Vehicles, Commercial Motor Vehicles And Their Drivers, Motor Vehicle Inspections, Safety Belt Education Programs, The Regulation Of Traffic Traveling Along The State's Highways, The Printing, Ordering And Issuance Of Traffic Tickets, Verification Of Motor Vehicle Insurance, The Confiscation Of Registration Certificates And License Plates, The Uninsured Enforcement Fund, The Road Tax On Motor Carriers, Motor Vehicle Certificates Of Title, Diesel Idling Restrictions, Certain Permits Issued By The Department Of Transportation, Motor Vehicle Carriers, The Transportation Of School Children, And The Transportation Of Alcoholic Beverages, All So As To Delete The Term ""department Of Public Safety"" And Replace It With The Term ""department Of Law Enforcement And Public Safety,"" Or ""division Of Public Safety""; And By Amending Sections 23-3-10, 23-3-680, And 23-3-690, All Relating To The Creation Of The State Law Enforcement Division, So As To Provide That Its Duties And Functions Are Transferred To The Department Of Law Enforcement And Public Safety.",https://legiscan.com/SC/bill/H3126/2025,126th General Assembly,2025-2026,Thomas Pope,,Prefiled
SC,S0052,Driving under the influence,"Amend The South Carolina Code Of Laws By Amending Section 56-5-2930, Relating To Operating Motor Vehicles While Under The Influence Of Alcohol Or Drugs, So As To Amend The Penalty Provisions To Permit Sentences Of Both Fines And Incarceration And To Require Convicted Persons To Attend Dui Victim Impact Panels; By Amending Section 56-5-2933, Relating To Driving With Unlawful Alcohol Concentrations, So As To Permit Sentences Of Both Fines And Incarceration And To Require Convicted Persons To Attend Dui Victim Impact Panels; By Amending Section 56-5-2941, Relating To Ignition Interlock Devices, So As To Delete The Provision That Provides Nothing In The Section Requires Installation Of Ignition Interlock Devices Prior To Contested Case Hearings; By Amending Section 56-5-2945, Relating To The Offense Of Felony Driving Under The Influence, So As To Create The Offense Of Felony Driving Under The Influence Second Degree, Establish Penalties, And Define The Term ""moderate Bodily Injury""; By Amending Section 56-5-2947, Relating To Child Endangerment, So As To Include The Offenses Of Reckless Vehicular Homicide And Reckless Driving As Violations Subject To A Charge Of Child Endangerment; By Amending Section 56-5-2950, Relating To Implied Consent To Testing For Alcohol Or Drugs, So As To Revise The Circumstances, Procedures To Be Followed, And Test Sites That Can Be Used When Persons Are Subjected To Tests For Alcohol Or Drugs, To Provide That Laboratory Technicians, Phlebotomists, And Emergency Medical Technicians May Obtain Blood Or Urine Samples, To Revise The Period Of Suspensions Of Driving Privileges That Must Be Imposed For Failure If Persons Refuse To Be Tested And If Persons Have Certain Alcohol Concentrations, To Revise The Provision That Establishes Alcohol Concentrations, And To Delete The Provision Relating To Persons Incapable Of Refusing To Consent To Tests; By Amending Section 56-5-2951, Relating To Suspension Of Licenses For Refusal To Submit To Testing Or For Certain Levels Of Alcohol Concentrations, So As To Provide That Persons Issued License Suspensions May Install Ignition Interlock Devices Within Thirty Days And Obtain Temporary Drivers' Licenses With Ignition Interlock Restrictions, And To Provide That Persons Who Refuse To Submit To Chemical Tests Must Have Their Drivers' Licenses Suspended For One Year For A First Offense, And To Provide Increased Suspensions For Subsequent Offenses, Or If Persons Take The Tests And Register Alcohol Concentrations Of Over Fifteen One-hundredth Of One Percent Or More, That Their Licenses Are Suspended For Two Months; By Amending Section 56-5-2953, Relating To Incident Sites And Breath Test Sites For Video Recording, So As To Provide That Nothing In This Section May Be Construed To Compel Or Authorize A Dismissal Of A Dui Offense If The Officers Substantially Comply With The Statute And That Motions For Suppression Of Evidence Under The Statute Must Be Made Prior To Jeopardy Attaching; By Amending Section 56-5-2920, Relating To Reckless Driving, So As To Create The Offenses Of Felony Reckless Driving With Great Bodily Injury And Reckless Driving Resulting In Moderate Bodily Injury And To Establish Penalties; By Adding Section 56-5-2960 So As To Provide That Persons Convicted Of Felony Driving Under The Influence Causing The Death Or Disability Of Parents Or Guardians May Be Ordered To Pay Child Support As Restitution For The Duration Of Any Probation Ordered, Perform Community Service, Or Both; By Amending Section 56-1-286, Relating To The Suspension Of Licenses Or Permits Or The Denial Of Issuance Of Licenses Or Permits To Persons Under The Age Of Twenty-one Who Drive Motor Vehicles With Certain Alcohol Concentrations, So As To Provide That Persons Issued Notices Of Suspensions May Obtain Temporary Licenses With Ignition Interlock Restrictions; And By Amending Section 56-1-400, Relating To The Surrender Of Licenses, So As To Remove The Provision That Nothing In This Section Requires Persons Obtain Ignition Interlocks Unless The Offenses Are Alcohol Related.",https://legiscan.com/SC/bill/S0052/2025,126th General Assembly,2025-2026,"Thomas Davis, Richard Cash, Michael Gambrell, Lawrence Grooms, Darrell Jackson, Tameika Devine, Wes Climer, Michael Johnson, Brian Adams, Ross Turner, Joshua Kimbrell, Ed Sutton",,Prefiled
SC,H4005,Driving under the influence,"Amend The South Carolina Code Of Laws By Amending Section 56-5-2930, Relating To Operating Motor Vehicles While Under The Influence Of Alcohol Or Drugs, So As To Amend The Penalty Provisions To Permit Sentences Of Both Fines And Incarceration And To Require Convicted Persons To Attend Dui Victim Impact Panels; By Amending Section 56-5-2933, Relating To Driving With Unlawful Alcohol Concentrations, So As To Permit Sentences Of Both Fines And Incarceration And To Require Convicted Persons To Attend Dui Victim Impact Panels; By Amending Section 56-5-2941, Relating To Ignition Interlock Devices, So As To Delete The Provision That Provides Nothing In The Section Requires Installation Of Ignition Interlock Devices Prior To Contested Case Hearings; By Amending Section 56-5-2945, Relating To The Offense Of Felony Driving Under The Influence, So As To Create The Offense Of Felony Driving Under The Influence Second Degree, Establish Penalties, And Define The Term ""moderate Bodily Injury""; By Amending Section 56-5-2947, Relating To Child Endangerment, So As To Include The Offenses Of Reckless Vehicular Homicide And Reckless Driving As Violations Subject To A Charge Of Child Endangerment; By Amending Section 56-5-2950, Relating To Implied Consent To Testing For Alcohol Or Drugs, So As To Revise The Circumstances, Procedures To Be Followed, And Test Sites That Can Be Used When Persons Are Subjected To Tests For Alcohol Or Drugs, To Provide That Laboratory Technicians, Phlebotomists, And Emergency Medical Technicians May Obtain Blood Or Urine Samples, To Revise The Period Of Suspensions Of Driving Privileges That Must Be Imposed For Failure If Persons Refuse To Be Tested And If Persons Have Certain Alcohol Concentrations, To Revise The Provision That Establishes Alcohol Concentrations, And To Delete The Provision Relating To Persons Incapable Of Refusing To Consent To Tests; By Amending Section 56-5-2951, Relating To Suspension Of Licenses For Refusal To Submit To Testing Or For Certain Levels Of Alcohol Concentrations, So As To Provide That Persons Issued License Suspensions May Install Ignition Interlock Devices Within Thirty Days And Obtain Temporary Drivers' Licenses With Ignition Interlock Restrictions, And To Provide That Persons Who Refuse To Submit To Chemical Tests Must Have Their Drivers' Licenses Suspended For One Year For A First Offense, And To Provide Increased Suspensions For Subsequent Offenses, Or If Persons Take The Tests And Register Alcohol Concentrations Of Over Fifteen One-hundredth Of One Percent Or More, That Their Licenses Are Suspended For Two Months; By Amending Section 56-5-2953, Relating To Incident Sites And Breath Test Sites For Video Recording, So As To Provide That Nothing In This Section May Be Construed To Compel Or Authorize A Dismissal Of A Dui Offense If The Officers Substantially Comply With The Statute And That Motions For Suppression Of Evidence Under The Statute Must Be Made Prior To Jeopardy Attaching; By Amending Section 56-5-2920, Relating To Reckless Driving, So As To Create The Offenses Of Felony Reckless Driving With Great Bodily Injury And Reckless Driving Resulting In Moderate Bodily Injury And To Establish Penalties; By Adding Section 56-5-2960 So As To Provide That Persons Convicted Of Felony Driving Under The Influence Causing The Death Or Disability Of Parents Or Guardians May Be Ordered To Pay Child Support As Restitution For The Duration Of Any Probation Ordered, Perform Community Service, Or Both; By Amending Section 56-1-286, Relating To The Suspension Of Licenses Or Permits Or The Denial Of Issuance Of Licenses Or Permits To Persons Under The Age Of Twenty-one Who Drive Motor Vehicles With Certain Alcohol Concentrations, So As To Provide That Persons Issued Notices Of Suspensions May Obtain Temporary Licenses With Ignition Interlock Restrictions; And By Amending Section 56-1-400, Relating To The Surrender Of Licenses, So As To Remove The Provision That Nothing In This Section Requires Persons Obtain Ignition Interlocks Unless The Offenses Are Alcohol Related.",https://legiscan.com/SC/bill/H4005/2025,126th General Assembly,2025-2026,"Thomas Pope, Doug Gilliam, Heather Crawford, Steven Long, William Hixon",,Introduced and read first time
SC,S0008,Vehicular Pursuit,"Amend The South Carolina Code Of Laws By Adding Section 23-23-170 So As To Provide The South Carolina Law Enforcement Training Council Shall Establish Policies, Procedures, And Training Courses Relating To Circumstances Upon Which A Law Enforcement Officer May Engage In Vehicular Pursuits.",https://legiscan.com/SC/bill/S0008/2025,126th General Assembly,2025-2026,Darrell Jackson,,Prefiled
SC,H3536,South Carolina Hands Free Act,"Amend The South Carolina Code Of Laws By Enacting The ""south Carolina Hands-free And Distracted Driving Act"" By Adding Section 56-5-3995 So As To Provide The Circumstances Upon Which It Is Unlawful To Use Wireless Telecommunications Devices, To Create The Offense Of Distracted Driving, And To Provide Penalties; By Amending Section 56-1-720, Relating To The Point System Established And A Schedule Of Points For Violations, So As To Provide A Second Or Subsequent Offense Of Distracted Driving Is A Two-point Violation; To Provide The Department Of Transportation Shall Erect Signs Advising Motorists Of The Provisions Of This Act; By Repealing Section 56-5-3890 Relating To Unlawful Use Of A Wireless Electronic Communication Device While Operating A Motor Vehicle; To Provide Law Enforcement Officers Shall Issue Warnings For Certain Violations Of This Act During The Ninety-day Period Following Its Effective Date; And To Provide At The End Of Each Fiscal Year, The Department Of Public Safety Shall Issue A Report Containing The Age, Gender, And Race Of Every Driver Issued A Citation.",https://legiscan.com/SC/bill/H3536/2025,126th General Assembly,2025-2026,"Bill Taylor, Timothy McGinnis, Cally Forrest, Beth Bernstein, Marvin Smith, Sylleste Davis, Harriet Holman, Brandon Cox",,Prefiled
SC,S0054,Medical Informed Consent,"Amend The South Carolina Code Of Laws So As To Enact The ""medical Informed Consent Act""; By Adding Section 16-17-780 So As To Provide That It Is Unlawful For Any Person, Corporation, Higher Learning Institution, Or The State To Implement A Vaccine Mandate And To Provide Penalties; By Adding Section 41-1-55 So As To Prohibit Employers From Taking Adverse Action Against Individuals Who Decline To Receive A Vaccine And To Provide Penalties; By Amending Section 40-43-86, Relating To Facility Requirements For Pharmacies And Prescription Drug Orders, So As To Provide Conditions Under Which A Pharmacist May Refuse To Fill A Prescription; By Amending Section 44-1-100, Relating To Assistance From Peace And Health Officers, So As To Remove The Provision That The Public Safety Authority May Request Assistance From The State National Guard In Enforcing Quarantine Measures; By Amending Section 44-4-130, Relating To Public Health Definitions, So As To Provide Definitions Of ""gene Therapy"" And ""vaccine"" And To Make Conforming Changes; By Amending Section 44-4-510, Relating To Physical Examinations And Isolation Or Quarantine Of Persons Refusing Examination, So As To Provide That The Department May Isolate A Symptomatic Person Or Person Who Has Been Exposed To The Contagious Disease For Which A Public Health Emergency Has Been Declared; By Amending Section 44-4-520, Relating To Vaccinations And Treatment, So As To Provide That The Department Must Monitor The Safety And Efficacy Of Vaccines, Tests, And Treatments; By Amending Section 44-4-530, Relating To Isolation And Quarantine Of Individuals Or Groups, As Well As Penalties For Noncompliance, So As To Provide A Time Limit Of Twenty-one Days For A Quarantined Asymptomatic Person; By Amending Section 44-4-540, Relating To Isolation And Quarantine Procedures, So As To Change Procedures; And By Amending Section 44-4-570, Relating To Emergency Powers Regarding Licensing Of Health Personnel, So As To Remove The Requirement That State Health Care Providers Assist In The Performance Of Vaccinations As A Condition Of Licensure.",https://legiscan.com/SC/bill/S0054/2025,126th General Assembly,2025-2026,"Shane Martin, Rex Rice, Joshua Kimbrell",,Prefiled
SC,H3003,Officer Matthew Logan Hare Memorial Avenue,"Request The Department Of Transportation Name The Portion Of Main Street In The Town Of Easley In Pickens County From Wilbur Street To North Pendleton Street ""officer Matthew Logan Hare Memorial Avenue"" And Erect Appropriate Signs Or Markers Along This Portion Of Highway Containing These Words.",https://legiscan.com/SC/bill/H3003/2025,126th General Assembly,2025-2026,"Neal Collins, Thomas Beach",,Prefiled
SC,S0259,John Valdario 53rd Anniversary,Congratulate Master Trooper John Wayne Valdario Sr. For His Fifty-five Years Of Dedicated Service To The South Carolina Department Of Public Safety And To Wish Him Much Happiness And Fulfillment In The Years Ahead.,https://legiscan.com/SC/bill/S0259/2025,126th General Assembly,2025-2026,Ronnie Cromer,,"Introduced, adopted, sent to House"
SC,S0192,DUI Blood Draw & Implied Consent,"Amend The South Carolina Code Of Laws By Amending Section 56-5-2950, Relating To Implied Consent To Testing For Alcohol Or Drugs, Procedures, And Inference Of Dui, So As To Allow For The Law Enforcement Agency To Determine Which Tests Shall Be Administered, Remove The Requirement That A Breath Test Be Administered Before Other Tests, And Provide For The Training Of Personnel To Become Qualified To Obtain Blood Test Samples; By Amending Section 24-13-100, Relating To The Definition Of A ""no Parole Offense"", So As To Provide That Felony Driving Under The Influence Or Felony Driving With An Unlawful Alcohol Concentration Resulting In Death Is Not A ""no Parole Offense""; By Amending Section 56-5-2951, Relating To The Suspension Of A License For Refusal To Submit To Testing Or For Certain Level Of Alcohol Concentration, Temporary Alcohol Licenses, Restricted Driver's Licenses, And Penalties, So As To Remove The Temporary Alcohol License And Provide Suspension Penalties; And By Amending Section 56-5-2953, Relating To Incident Site And Breath Test Site Video Recording, So As To Provide That Law Enforcement Officers Must Make Reasonable Efforts To Ensure Video Recording Of The Stop, Tests, And Arrest Of A Person For A Dui.",https://legiscan.com/SC/bill/S0192/2025,126th General Assembly,2025-2026,"Brian Adams, Michael Johnson, Tom Fernandez, Matthew Leber, Jeff Zell",,Introduced and read first time
SC,S0002,Department of Behavioral Health and Developmental Disabilities,"Amend The South Carolina Code Of Laws By Adding Chapter 12 To Title 44 So As To Establish The Department Of Behavioral Health And Developmental Disabilities, To Provide For Its Powers, Duties, And Authority, To Provide That The Department Is Comprised Of The Office Of Intellectual Disabilities, The Office Of Mental Health, And The Office Of Substance Abuse Services; By Amending Section 1-30-10, Relating To Departments Of State Government, So As To Add The Department Of Behavioral Health And Developmental Disabilities, And To Remove The Department Of Alcohol And Other Drug Abuse Services, The Department Of Disabilities And Special Needs, And The Department Of Mental Health; By Amending Section 8-17-370, Relating To Exemptions From The State Employee Grievance Procedure So As To Provide That The Director Of The Department Of Behavioral Health And Developmental Disabilities, All Employees Who Report Directly To The Director, And The Director For Each Of The Component Offices Are Not Subject To The State Employee Grievance Procedure; By Amending Section 44-20-30, Relating To Definitions For The Intellectual Disability, Related Disabilities, Head Injuries, And Spinal Cord Injuries Act, So As To Conform The Definitions To The Creation Of The Department Of Behavioral Health And Developmental Disabilities, And To Redesignate The Department Of Disabilities And Special Needs As The Office Of Intellectual And Developmental Disabilities As A Component Of The Department Of Behavioral Health And Developmental Disabilities; By Amending Section 44-20-210, Relating To Creation Of The South Carolina Commission On Disabilities And Special Needs, Membership, Terms Of Office, Removal, And Vacancies, So As To Eliminate The Commission And Conform To The Creation Of The Department Of Behavioral Health And Developmental Disabilities; By Amending Section 44-20-220, Relating To Duties Of The Commission, So As To Transfer The Duties Of The Commission To The Head Of The Office Of Intellectual And Developmental Disabilities And The Director Of The Department Of Behavioral Health And Developmental Disabilities; By Amending Section 44-20-230, Relating To Powers And Duties Of The Director, So As To Conform To The Creation Of The Department Of Behavioral Health And Developmental Disabilities; By Amending Section 44-20-240, Relating To The Creation Of The Department Of Disabilities And Special Needs, So As To Establish The Scope Of Authority For The Office Of Intellectual And Developmental Disabilities; By Amending Section 44-20-255, Relating To Ownership Of Property Confirmed In The Department Of Disabilities And Special Needs, So As To Transfer Ownership To The Department Of Behavioral Health And Developmental Disabilities; By Amending Section 44-49-10, Relating To The Establishment Of The Department Of Alcohol And Other Drug Abuse Services, So As To Eliminate The Department And Conform To The Creation Of The Department Of Behavioral Health And Developmental Disabilities And The Office Of Substance Abuse Services; By Amending Section 44-49-20, Relating To The Director Of The Department, So As To Provide For The Office Of Substance Abuse Services; By Amending Section 44-9-10, Relating To The Creation Of The Department Of Mental Health, So As To Conform To The Creation Of The Department Of Behavioral Health And Developmental Disabilities And Create The Office Of Mental Health, Provide For The Head Of The Office, And Provide Qualifications For The Head Of The Office; By Amending Section 44-9-20, Relating To Transfer Of Powers, Duties, Records, And Files From The Former Mental Health Commission, So As To Further Transfer Those Powers, Duties, Records, And Files To The Office Of Mental Health; By Amending Section 44-9-30, Relating To The Creation Of The South Carolina Mental Health Commission, So As To Provide For The Powers Of The Director Of The Office; By Amending Section 1-3-420, Relating To Proclamation Of Emergency By The Governor, So As To Establish A Process Through Which Emergency Proclamations May Be Lifted; By Amending Section 25-1-440, Relating To Additional Powers And Duties Of The Governor During A Declared Emergency, So As To Provide For A Process Through Which Declarations Of Emergency May Be Lifted; By Amending Section 40-43-86, Relating To Facility Requirements For Pharmacies, So As To Provide For The Circumstances In Which A Pharmacist May Refuse To Fill Or Refill A Prescription; By Amending Section 44-1-100, Relating To Assistance From Peace And Health Officers In A State Of Emergency, So As To Give Sheriffs And Police Officers The Discretion As To Whether To Aid And Assist The Director Of The Department Of Public Health In Carrying Out His Orders During A State Of Public Health Emergency; By Amending Section 44-4-130, Relating To Definitions Concerning Emergency Health Powers, So As To Add Necessary Definitions And Amend Certain Definitions To Reflect Changes In Agency Names; By Amending Section 44-4-510, Relating To Physical Examinations Or Tests, So As To Provide That The Department May Isolate Or Quarantine, Pursuant To The Sections Of This Act And Its Existing Powers Under Section 44-1-140, Any Symptomatic Person Or Persons Who Have Been Exposed To The Contagious Disease For Which The Public Health Emergency Has Been Declared Whose Refusal Of Physical Examination Or Testing Results In Uncertainty Regarding Whether He Is Infected With The Contagious Disease; By Amending Section 44-4-520, Relating To Vaccinations And Treatment, So As To Provide That The Department Of Public Health May Vaccinate Or Treat People To Prevent The Spread Of Contagious Diseases, To Require Informed Consent Under Certain Circumstances, And To Define Informed Consent; By Amending Section 44-4-530, Relating To Isolation And Quarantine Of Individuals Or Groups, So As To Provide That, During A Public Health Emergency, The Department Of Public Health May Isolate Or Quarantine An Individual Or Groups Of Individuals Who Have Been Diagnosed With Or Exposed To The Contagious Disease For Which The Public Health Emergency Was Declared; By Amending Section 44-4-540, Relating To Isolation And Quarantine Procedures, So As To Require A Hard Deadline For A Petition For An Order Authorizing The Isolation Or Quarantine Of An Individual Or Group Of Individuals; By Amending Section 44-4-570, Relating To Emergency Powers Regarding Licensing Of Health Personnel, So As To Remove The Requirement That State Health Care Providers May Be Compelled To Assist In The Performance Of Vaccination, Treatment, Examination, Or Testing As A Condition Of Licensure; And By Repealing Section 44-9-40 Relating To The State Director Of Mental Health, Appointment And Removal, Powers And Duties, And Qualifications.",https://legiscan.com/SC/bill/S0002/2025,126th General Assembly,2025-2026,"Harvey Peeler, Thomas Alexander, Thomas Davis, Tameika Devine, Billy Garrett, Ross Turner, Darrell Jackson, Ed Sutton",,Prefiled
